1A	1B	2A	2B	3A	3B	4A	4B	5A	5B	6A	6B	7A	7B	8A	8B	9A	9B	10A	10B	11A	11B	12B	13A	13B	14A	14B	15A	15B	16A	16B	17A	17B	18A	18B	19B	20A	20B	22B	23A	23B	24A	24B	25A	25B	GeneName
17.2421028084269	17.6023781808978	17.9649111715788	17.3957865676267	17.6881371278456	17.6619059240079	18.5429973265007	18.2366848651227	18.0160431328614	16.7031830580289	17.8505957421059	17.6192394008336	17.8552806235219	17.797256463525	18.5622716178659	16.9666130467457	17.3357597484637	17.0804112883412	18.453021025388	17.405049399714	17.6724190516563	17.0920807822302	17.969807178009	18.5338484669978	18.1545657562429	17.515487486416	17.4363315461686	18.2887062192904	17.3738378674668	17.4376992173309	17.8059516804882	17.3395617461625	17.3526171890022	17.8888029902416	17.447010928117	16.8151840246392	18.9441219131038	16.702931501574	18.1124613004544	18.3954595303322	18.19461116345	17.8661729632985	17.4444899148063	18.0836731873876	17.2909805394683	A1BG
17.2694108926901	15.9006515005698	17.7542101598923	16.7523521680491	17.8001828351714	16.6568408879029	17.575379922232	16.1848674953456	17.325348339424	15.7676742225515	17.2383503535846	17.2354881172266	17.5547221695269	16.5312473654406	17.8810010598211	15.5708693965848	17.5211455158807	15.8777102910072	18.4039940380403	15.7922540522787	17.583783462079	15.8201257946209	15.5436515300434	18.3548004312385	17.8860024328422	17.5196605948723	16.7603816638827	17.3673862296842	16.4788905493759	17.0096684557499	17.1824995397843	17.0827896457724	15.4822904244917	17.5711964177463	16.4033933512225	15.8769975005114	18.3282290463805	16.0257504470863	16.7073916722659	17.8213552662653	16.2105192043806	17.7930604375898	15.9960056669392	17.7291168071074	16.2351060789914	A2M
15.35896957795	14.5118416235663	14.4136959838283	14.389909430512	15.0861945779208	14.5565427389516	14.6539355539052	13.953468587444	14.8696509608819	15.0387644258135	15.4915158688202	13.8508370073444	14.7880202363279	14.0190019126635	15.4149818012407	14.2654460372026	14.7192392546544	13.8883526199083	15.2948958677373	13.8710429894023	14.282238746391	13.4183868969744	14.308743197566	14.1028067714506	14.9421827115172	14.1304866248547	14.2883946080714	14.4833662587296	15.0539448313601	15.0868188525503	13.7469312877103	14.7603023084475	15.2399900069488	15.2071918183072	14.7264928857068	14.2313384050012	14.2273646962456	14.2333770348355	13.0844908778484	14.8656342923682	13.7538996049223	14.5992493558167	13.4678869402431	15.3514374841126	13.8361597334893	AAMDC
12.2544772611567	12.1707206859638	12.1602690090863	12.153787935998	12.3182108404077	12.0307250576756	11.8745889998396	12.4689209472453	12.2343608053103	12.554097839744	11.9390373276931	12.3221783255383	12.367428382776	12.6427588437703	12.2918411809996	12.0224744632567	12.2574943863382	11.8716271142484	11.9404402843148	12.1492492833177	12.5849425450999	12.4807583068695	11.9998660367076	11.7074286971655	11.9508248859263	12.4615395346872	12.1841371083288	11.8484553884806	12.1309022311993	12.2860701380416	11.9438229563499	11.8761671788756	12.0761611875007	12.4582610444033	12.2077487735753	11.8656364804655	12.0400465004832	12.2328067581534	12.1452620627496	12.028824100051	12.1808797171434	10.7405239510038	11.9200231753869	12.103214346588	12.6349221141052	AARS1
13.8160463465891	13.9723179135479	13.7281706702352	12.987190644896	13.8959720010858	14.3232914299384	10.2500331029453	13.9465478700176	12.9504892263756	13.9255774206946	12.9484214895663	13.8952330993602	13.5896947079649	14.4011996463485	13.2326124777878	14.4579096477643	13.9929655504771	13.9227075160777	13.0703626584452	14.0085013066938	12.1593583800236	13.1931564203563	13.859304501818	14.0237327369401	13.6055927062095	13.9126224712881	14.2957524615948	13.2345431579237	14.0611090452116	13.4809909948556	14.1909579214336	12.6990497921205	13.8815838695015	12.0477637688359	14.4916451538536	14.0998365409684	14.0713650835306	14.4918941368921	14.5930829782722	13.6158634893426	13.9550060058026	12.7511028514367	14.4849616053781	13.9468323410065	14.2990564923435	AARSD1
14.3545384667959	14.3832188316452	14.5336889518382	13.8722427232782	15.2922953315886	14.3513581625831	14.9600784475595	14.9442195545087	14.6743588723617	14.7898741802309	14.6965060153029	14.9154609655182	14.9817466543117	14.1842944045995	14.5619305411289	14.399343033769	14.2008229380287	14.3063969208861	14.80155654461	14.4320402473914	14.8049439029592	14.9724385394093	14.1771029749956	13.1067484227623	14.611172772944	15.1524706217453	14.363910284093	14.3536796758065	14.4309778429322	15.094522117967	14.3224457610272	14.6603928390886	14.611933038612	14.6575388439055	14.2860513553305	14.4184029724684	14.0283692061244	14.7616106884651	14.5554331356976	14.6847866972312	14.7966342154266	15.1854502182973	14.6555078555108	14.1481713569985	15.1808009927501	AASS
12.6491333593503	12.5245995861161	12.660577838935	12.257948572984	12.2648825229704	12.1354029781781	14.4905633846242	12.0703039469079	12.628540067424	12.1880078300595	13.5289355266349	12.0746884977643	12.3699805982364	11.852518784006	12.5838032792956	12.5001316752272	13.2356928221507	12.2876750558795	12.8652644686425	11.9738549272319	13.3595091027328	11.9342955085785	12.3616183624412	9.22758008869501	12.2373329829373	12.9628644011845	11.9050507675292	12.7835867117944	12.5692818471123	12.2264333344219	11.7528430643354	13.1133788290602	12.1675558932129	13.9114783331969	12.4164263073467	11.9600832418351	14.1282993600656	11.7988969164228	12.100008035169	12.1700830520185	12.44175583016	13.706050017351	11.9056016611554	12.5923872227242	12.5594964552234	ABCE1
12.9463268203878	11.9595162912333	12.4293819528648	11.8961600254708	12.6777638739976	12.6297675262466	13.4001556320714	12.3642175509293	13.0661667364812	12.3251805241567	12.5370427554096	12.1919859998551	12.2612078401441	11.6649170683831	12.384589987343	11.9414843017711	12.4746586862382	12.2174343771078	12.7825497939388	11.8502942571213	12.6993832017169	13.2005327644252	12.1426220618043	11.9973800736976	11.9616268482094	12.4280453614227	11.9096561419575	11.5892877831269	11.6520665736924	12.5736830410529	12.0113563466746	12.3431573990323	11.9426937755498	13.5264599447278	12.0329383159437	12.0707504709335	13.4627007859852	11.8374847028044	12.1027192599003	12.7724309219565	11.7726526564314	13.9318708436332	12.4719731084774	12.9492343391106	12.2740732083665	ABHD10
14.0722950184748	12.0048327617543	12.6208556633015	11.7290967767858	13.0794799153192	12.162249211309	13.9757753744814	13.2304591208217	14.3681521836265	12.5396380859215	14.392470525913	12.9875586979644	13.9031667429871	12.1255360650435	14.3737672142732	11.8985609431829	13.2292329516837	12.8336269192854	13.924978119773	12.5259116066007	13.8371998861907	11.9084494418683	11.7554460010812	12.8290532876834	12.9019447540944	12.2311520015079	12.4911892684601	13.1521733026206	12.9490381027876	13.2764917444302	12.6954380888649	13.2088010951503	14.4282698622736	12.948028147811	13.1328692589682	12.7826337510386	12.4224795407581	13.3191070444712	13.2327401035191	13.9849051452547	11.8611647937168	13.7366326100458	12.9685066984901	14.3692829329034	13.6807825485785	ABHD11
9.35655686508681	10.1735593105887	10.6191664556016	10.250139748621	10.179613660494	10.2115509243936	10.4775222153742	11.1050379823534	10.9121912501068	10.4933476024634	10.1222851386964	10.7450690939765	10.4318801628586	10.2293852301748	10.6055800419233	10.4165185989597	10.2889180265416	10.5784047225045	10.452306486198	10.5714506169494	9.96858605111899	10.6550982118649	10.2030657404897	10.0523542541855	10.4606291072209	10.4328228320638	9.61413304673232	10.7601654879161	9.94680673689753	10.7433322939818	10.530019308764	11.569583586374	10.4700728736797	10.5678224663345	10.17135174545	10.2648939302515	9.94498383335924	10.5114420801011	10.8362913651669	9.97441370564417	10.8256253973694	8.87390007673106	10.7282076542096	9.47554467072448	11.5579343134633	ACAA1
