protein2	protein1	combined_score	GENENAME1	logFC1	P.Value1	adj.P.Val1	Direction1	GENENAME2	logFC2	P.Value2	adj.P.Val2	Direction2
ENSECAP00000000315	ENSECAP00000000436	999	NDUFB5	1.12834335433006	0.0260917480986211	0.274761995603224	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000003275	997	UQCRFS1	0.973667529200721	0.0314080748368859	0.294466219419341	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000006049	997	COX5B	1.03327681296915	0.0045558652018539	0.150090448038853	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000007737	991	UQCRB	0.848953983433489	0.0431678117730788	0.349467745821648	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000009257	975	COX7A1	1.48006745771393	0.00436685075312011	0.150090448038853	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000009514	997	NDUFS5	1.03392561424804	0.0169204020711235	0.23497453801172	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000009694	997	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000010311	791	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000012527	999	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000014727	999	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000015242	999	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000015863	999	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000018022	999	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000018120	998	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000019918	999	NDUFA6	1.31421237263438	0.0237435872918628	0.264011784513247	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000023106	990	MT-CO2	1.19239137778854	0.00226445750648452	0.120325846190661	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000023111	999	MT-ND1	2.27635501498004	0.0474581383785437	0.365915268272545	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000030467	999	NDUFV1	0.768348093689555	0.0498039046486179	0.370832611705267	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000030994	999	NDUFS3	1.10278508589903	0.0216334725333835	0.261809167597886	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000031810	998	NDUFC2	1.06457834039314	0.0323695407328063	0.29759903340394	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000034536	999	NDUFA10	0.958829609796361	0.00668544068719097	0.169511794369497	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000035011	660	ATP5F1C	0.862550998157719	0.0368462761793952	0.326117041408677	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000043173	994	SDHA	0.772921536083766	0.0354520696790955	0.318531474540964	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
ENSECAP00000000315	ENSECAP00000047425	693	SLC25A24	1.45485811790335	0.00603126378035313	0.169511794369497	up	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up
